id,Dénomination,Bureau,Année,Type,Styles,Saison,Météo,Journée,Lumière,Composition,Affectations,Pays,Nom de fichier (avec extension)
758,Krebs Herde_landschaftsarchi_Technorama_Winterthur,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Culture,Suisse,Nightnurse_KrebsHerde_landschaftsarchi_Technorama_Winterthur_2015_03.jpg
759,Luna_Schulanlage Virstadt_Solothurn,Nightnurse,2018,Extérieur,Réaliste,Été,Dégagé,Matin,Direct,Vertical,École,Suisse,Nightnurse_Luna_SchulanlageVirstadt_Solothurn_2018.jpg
760,Lussmann_Rebbergweg_Reinach,Nightnurse,2019,Intérieur,Réaliste,,,,Direct,,Logement,Suisse,Nightnurse_Lussmann_Rebbergweg_Reinach_2019_01.jpg
761,Lussmann_Rebbergweg_Reinach,Nightnurse,2019,Extérieur,Réaliste,,Dégagé,Soir,Artificielle,Central,Logement,Suisse,Nightnurse_Lussmann_Rebbergweg_Reinach_2019_02.jpg
762,Made_In_Marketing_HBnord_Zurich,Nightnurse,2015,Extérieur,Illustration,,Dégagé,,Direct,Central,Commercial,Suisse,Nightnurse_Made_In_Marketing_HBnord_Zurich_2015_01.jpg
763,Made_In_Marketing_HBnord_Zurich,Nightnurse,2015,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Nightnurse_Made_In_Marketing_Hbnord_Zurich_2015_02.jpg
764,Made_In_Marketing_HBnord_Zurich,Nightnurse,2015,Extérieur,Illustration,,Dégagé,Milieu journée,Direct,,Commercial,Suisse,Nightnurse_Made_In_Marketing_Hbnord_Zurich_2015_03.jpg
765,Mansarde3_Wohnungsbau_Ittigen,Nightnurse,2016,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,,Logement,Suisse,Nightnurse_Mansarde3_Wohnungsbau_Ittigen_2016_01.jpg
766,Mansarde3_Wohnungsbau_Ittigen,Nightnurse,2016,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,Drone,Logement,Suisse,Nightnurse_Mansarde3_Wohnungsbau_Ittigen_2016_02.jpg
767,Markstein_AG_Roemerstrasse_Baden,Nightnurse,2019,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_Markstein_AG_Roemerstrasse_Baden_2019_01.jpg
768,Meier Hug_Hochbord_Stettbach,Nightnurse,2016,Extérieur,Illustration,Automne,Pluvieux,Soir,Spot,,Logement,Suisse,Nightnurse_MeierHug_Hochbord_Stettbach_2016.jpg
769,Meier Hug_Hochhaus_Zurich,Nightnurse,2019,Intérieur,Illustration,,,,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_Hochhaus_Zurich_2019_01.jpg
770,Meier Hug_Hochhaus_Zurich,Nightnurse,2019,Extérieur,Illustration,,Nuageux,Soir,Artificielle,Vertical,Logement,Suisse,Nightnurse_MeierHug_Hochhaus_Zurich_2019_02.jpg
771,Meier Hug_Hochhaus_Zurich,Nightnurse,2019,Extérieur,Illustration,Printemps,Pluvieux,Matin,Spot,,Logement,Suisse,Nightnurse_MeierHug_Hochhaus_Zurich_2019_03.jpg
772,Meier Hug_Hochhaus_Zurich,Nightnurse,2019,Extérieur,Illustration,Printemps,Dégagé,Matin,Spot,,Logement,Suisse,Nightnurse_MeierHug_Hochhaus_Zurich_2019_04.jpg
773,Meier Hug_Mehrfamilienhaus_Zurich,Nightnurse,2014,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_Mehrfamilienhaus_Zurich_2014_01.jpg
774,Meier Hug_Mehrfamilienhaus_Zurich,Nightnurse,2014,Extérieur,Illustration,Printemps,Dégagé,Matin,Diffuse,Central,Logement,Suisse,Nightnurse_MeierHug_Mehrfamilienhaus_Zurich_2014_02.jpg
775,Meier Hug_Oesch Areal_Zug,Nightnurse,2017,Extérieur,Illustration,,Dégagé,Matin,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_OeschAreal_Zug_2017_01.jpg
776,Meier Hug_Oesch Areal_Zug,Nightnurse,2017,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_MeierHug_OeschAreal_Zug_2017_02.jpg
777,Meier Hug_Oesch Areal_Zug,Nightnurse,2017,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_MeierHug_OeschAreal_Zug_2017_03.jpg
778,Meier Hug_Oesch Areal_Zug,Nightnurse,2017,Extérieur,Illustration,Automne,Pluvieux,Soir,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_OeschAreal_Zug_2017_04.jpg
779,Meier Hug_Schule_Au Park_Waedenswil,Nightnurse,2014,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,École,Suisse,Nightnurse_MeierHug_Schule_AuPark_Waedenswil_2014_01.jpg
780,Meier Hug_Sekundarschule_Hinterbirch_Buelach,Nightnurse,2012,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,École,Suisse,Nightnurse_MeierHug_Sekundarschule_Hinterbirch_Buelach_2012_01.jpg
781,Meier Hug_Sekundarschule_Hinterbirch_Buelach,Nightnurse,2012,Intérieur,Réaliste,,,,Direct,,École,Suisse,Nightnurse_MeierHug_Sekundarschule_Hinterbirch_Buelach_2012_02.jpg
782,Meier Hug_Sekundarschule_Hinterbirch_Buelach,Nightnurse,2012,Intérieur,Illustration,,,,Direct,,École,Suisse,Nightnurse_MeierHug_Sekundarschule_Hinterbirch_Buelach_2012_03.jpg
783,Meier Hug_Siedlung Zwischenbachen_Zurich,Nightnurse,2017,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_SiedlungZwischenbachen_Zurich_2017_01.jpg
784,Meier Hug_Siedlung Zwischenbachen_Zurich,Nightnurse,2017,Intérieur,Illustration,,,,Direct,,Logement,Suisse,Nightnurse_MeierHug_SiedlungZwischenbachen_Zurich_2017_02.jpg
785,Meier Hug_Wohn Pflegeheim_Richterswil,Nightnurse,2013,Extérieur,Illustration,Printemps,Dégagé,,Spot,,EMS,Suisse,NIghtnurse_MeierHug_WohnPflegeheim_Richterswil_2013_01.jpg
786,Meier Hug_Wohn Pflegeheim_Richterswil,Nightnurse,2013,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Artificielle,,EMS,Suisse,Nightnurse_MeierHug_WohnPflegeheim_Richterswil_2013_02.jpg
787,Meier Hug_Wohn Pflegeheim_Richterswil,Nightnurse,2013,Intérieur,Illustration,,,,Direct,,EMS,Suisse,Nightnurse_MeierHug_WohnPflegeheim_Richterswil_2013_03.jpg
788,Meier Hug_Wohnsiedlung_Balleariarain_Zurich,Nightnurse,2014,Extérieur,Illustration,Printemps,Dégagé,,Direct,,Logement,Suisse,Nightnurse_MeierHug_Wohnsiedlung_Balleariarain_Zurich_2014_01.jpg
789,Meier Hug_Wohnsiedlung_Balleariarain_Zurich,Nightnurse,2014,Extérieur,Illustration,Printemps,Nuageux,,Spot,,Logement,Suisse,Nightnurse_MeierHug_Wohnsiedlung_Balleariarain_Zurich_2014_02.jpg
790,Meier Hug_Wohnsiedlung_Balleariarain_Zurich,Nightnurse,2014,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_Wohnsiedlung_Balleariarain_Zurich_2014_03.jpg
791,Meier Hug_Wohnueberbauung_Chriesbach_Zurich,Nightnurse,2018,Extérieur,Illustration,Printemps,Nuageux,,Spot,Vertical,Logement,Suisse,Nightnurse_MeierHug_Wohnueberbauung_Chriesbach_Zurich_2018_01.jpg
792,Meier Hug_Wohnueberbauung_Chriesbach_Zurich,Nightnurse,2018,Extérieur,Illustration,Printemps,Pluvieux,,Spot,Vertical,Logement,Suisse,Nightnurse_MeierHug_Wohnueberbauung_Chriesbach_Zurich_2018_02.jpg
793,Meier Hug_Wohnueberbauung_Chriesbach_Zurich,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_Wohnueberbauung_Chriesbach_Zurich_2018_03.jpg
794,Meier Hug_Zollstrasse Ost_Zurich,Nightnurse,2014,Extérieur,Illustration,Été,Dégagé,,Direct,Frontal,Commercial,Suisse,Nightnurse_MeierHug_ZollstrasseOst_Zurich_2014_01.jpg
795,Meier Hug_Zollstrasse Ost_Zurich,Nightnurse,2014,Extérieur,Illustration,Été,Dégagé,,Direct,,Commercial,Suisse,Nightnurse_MeierHug_ZollstrasseOst_Zurich_2014_02.jpg
796,Meier Hug_Zollstrasse Ost_Zurich,Nightnurse,2014,Intérieur,Réaliste,,,,Diffuse,Central,Commercial,Suisse,Nightnurse_MeierHug_ZollstrasseOst_Zurich_2014_03.jpg
797,Meier Hug_Zurichsee Gut_Zurich,Nightnurse,2015,Extérieur,Illustration,Printemps,Dégagé,,Direct,,Logement,Suisse,Nightnurse_MeierHug_ZurichseeGut_Zurich_2015_01.jpg
798,Meier Hug_Zurichsee Gut_Zurich,Nightnurse,2015,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,Nightnurse_MeierHug_ZurichseeGut_Zurich_2015_02.jpg
799,Meier Hug_Zurichsee Gut_Zurich,Nightnurse,2015,Extérieur,Réaliste,Automne,Dégagé,Matin,Spot,Central,Logement,Suisse,Nightnurse_MeierHug_ZurichseeGut_Zurich_2015_03.jpg
800,Meili Peter_Klanghaus Toggenburg_Schwendisee,Nightnurse,2014,Extérieur,Réaliste,Été,Dégagé,Matin,Diffuse,,Logement,Suisse,Nightnurse_MeiliPeter_KlanghausToggenburg_Schwendisee_2014.jpg
801,Meili Peter_Stadthausensemble_Muenchen,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Matin,Diffuse,,Logement,,Nightnurse_MeiliPeter_Stadthausensemble_Muenchen_2018_01.jpg
802,Meili Peter_Stadthausensemble_Muenchen,Nightnurse,2018,Extérieur,Illustration,Printemps,Dégagé,Matin,Spot,,Logement,,Nightnurse_MeiliPeter_Stadthausensemble_Muenchen_2018_02.jpg
803,Meili Peter_Stadthausensemble_Muenchen,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Matin,Direct,,Logement,,Nightnurse_MeiliPeter_Stadthausensemble_Muenchen_2018_03.jpg
804,Meili Peter_Stadttheater_Landshut,Nightnurse,2018,Extérieur,Illustration,Automne,Nuageux,Soir,Spot,,Culture,Suisse,Nightnurse_MeiliPeter_Stadttheater_Landshut_2018_01.jpg
805,Meili Peter_Stadttheater_Landshut,Nightnurse,2018,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,Nightnurse_MeiliPeter_Stadttheater_Landshut_2018_02.jpg
806,Meletta Strebel_Bezirkschule_Dreifachturnhalle_Lachen,Nightnurse,2019,Intérieur,Illustration,,,,Diffuse,Central,École,Suisse,Nightnurse_MelettaStrebel_Bezirkschule_Dreifachturnhalle_Lachen_2019_01.jpg
807,Meletta Strebel_Bezirkschule_Dreifachturnhalle_Lachen,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,École,Suisse,Nightnurse_MelettaStrebel_Bezirkschule_Dreifachturnhalle_Lachen_2019_02.jpg
808,Meletta Strebel_Bezirkschule_Dreifachturnhalle_Lachen,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,École,Suisse,Nightnurse_MelettaStrebel_Bezirkschule_Dreifachturnhalle_Lachen_2019_03.jpg
809,Meletta Strebel_Ersatzneubau_Alterspsychiatrie_Luzern,Nightnurse,2014,Extérieur,Illustration,Printemps,Dégagé,,Diffuse,,EMS,Suisse,Nightnurse_MelettaStrebel_Ersatzneubau_Alterspsychiatrie_Luzern_2014_01.jpg
810,Meletta Strebel_Ersatzneubau_Alterspsychiatrie_Luzern,Nightnurse,2014,Intérieur,Illustration,,,,Direct,,EMS,Suisse,Nightnurse_MelettaStrebel_Ersatzneubau_Alterspsychiatrie_Luzern_2014_02.jpg
811,Meletta Strebel_Ersatzneubau_Alterspsychiatrie_Luzern,Nightnurse,2014,Intérieur,Réaliste,,,,Direct,,EMS,Suisse,Nightnurse_MelettaStrebel_Ersatzneubau_Alterspsychiatrie_Luzern_2014_03.jpg
812,Meletta Strebel_Geistlich Areal_Schlieren,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_MelettaStrebel_GeistlichAreal_Schlieren_2015_01.jpg
813,Meletta Strebel_Geistlich Areal_Schlieren,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_MelettaStrebel_GeistlichAreal_Schlieren_2015_02.jpg
814,Meletta Strebel_Geistlich Areal_Schlieren,Nightnurse,2015,Extérieur,Illustration,,,,Direct,Frontal,Logement,Suisse,Nightnurse_MelettaStrebel_GeistlichAreal_Schlieren_2015_03.jpg
815,Meletta Strebel_Lido_Rapperswil,Nightnurse,2015,Extérieur,Illustration,Hiver,Dégagé,,Direct,Drone,Culture,Suisse,Nightnurse_MelettaStrebel_Lido_Rapperswil_2015_01.jpg
816,Meletta Strebel_Lido_Rapperswil,Nightnurse,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,Drone,Culture,Suisse,Nightnurse_MelettaStrebel_Lido_Rapperswil_2015_02.jpg
817,Meletta Strebel_Peterskapelle_Luzern,Nightnurse,2016,Intérieur,Réaliste,,,,Diffuse,,Public,Suisse,Nightnurse_MelettaStrebel_Peterskapelle_Luzern_2016_01.jpg
818,Meletta Strebel_Peterskapelle_Luzern,Nightnurse,2016,Intérieur,Réaliste,,,,Diffuse,,Public,Suisse,Nightnurse_MelettaStrebel_Peterskapelle_Luzern_2016_02.jpg
819,Meletta Strebel_Schulanlage Loren_Zurich,Nightnurse,2013,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,École,Suisse,Nightnurse_MelettaStrebel_SchulanlageLoren_Zurich_2013.jpg
820,Meletta Strebel_Schulhaus_Zurich,Nightnurse,2012,Extérieur,Illustration,,,,Diffuse,Frontal,École,Suisse,Nightnurse_MelettaStrebel_Schulhaus_Zurich_2012.jpg
821,Meletta Strebel_Wohnbauten Scheibenschachen_Aarenau,Nightnurse,2014,Extérieur,Illustration,Automne,Dégagé,,Direct,,Logement,Suisse,Nightnurse_MelettaStrebel_WohnbautenScheibenschachen_Aarenau_2014_01.jpg
822,Meletta Strebel_Wohnbauten Scheibenschachen_Aarenau,Nightnurse,2014,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_MelettaStrebel_WohnbautenScheibenschachen_Aarenau_2014_02.jpg
823,Meletta Strebel_Wohnbauten Scheibenschachen_Aarenau,Nightnurse,2014,Intérieur,Illustration,,,,Direct,,Logement,Suisse,Nightnurse_MelettaStrebel_WohnbautenScheibenschachen_Aarenau_2014_03.jpg
824,Michael Meier_Marius Hug_Uptown_Mels,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,,Diffuse,Drone,Logement,Suisse,Nightnurse_MichaelMeier_MariusHug_Uptown_Mels_2018_01.jpg
825,Michael Meier_Marius Hug_Uptown_Mels,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Soir,Diffuse,,Logement,Suisse,Nightnurse_MichaelMeier_MariusHug_Uptown_Mels_2018_02.jpg
826,Michael Meier_Marius Hug_Uptown_Mels,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_MichaelMeier_MariusHug_Uptown_Mels_2018_03.jpg
827,Michael Meier_Marius Hug_Uptown_Mels,Nightnurse,2018,Extérieur,Illustration,Été,,Nuit,Spot,Drone,Logement,Suisse,Nightnurse_MichaelMeier_MariusHug_Uptown_Mels_2018_04.jpg
828,Michael Meier_Marius Hug_Uptown_Mels,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_MichaelMeier_MariusHug_Uptown_Mels_2018_05.jpg
829,Mueller Sigrist_Pilgerbrunnen_Zurich,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,,Direct,,Logement,Suisse,Nightnurse_MuellerSigrist_Pilgerbrunnen_Zurich_2019.jpg
830,Muur_Temporary Pavilion_NYC,Nightnurse,2019,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Direct,Frontal,Culture,,Nightnurse_Muur_TemporaryPavilion_NYC_2019_01.jpg
831,Muur_Temporary Pavilion_NYC,Nightnurse,2019,Extérieur,Illustration,Automne,Dégagé,Soir,Spot,Frontal,Culture,,Nightnurse_Muur_TemporaryPavilion_NYC_2019_02.jpg
832,Neff Neumann_Frohalp_Zurich,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,,Logement,Suisse,Nightnurse_Neff_Neumann_Frohalp_Zurich_2018_01.jpg
833,Neff Neumann_Frohalp_Zurich,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_Neff_Neumann_Frohalp_Zurich_2018_02.jpg
834,Neff Neumann_Am Glattbogen_Zurich,Nightnurse,2011,Extérieur,Maquette,,Dégagé,,Artificielle,,Logement,Suisse,Nightnurse_NeffNeumann_AmGlattbogen_Zurich_2011.jpg
835,Neff Neumann_Bezirksanlage_Winterthur,Nightnurse,2015,Extérieur,Illustration,Printemps,Dégagé,Matin,Diffuse,,Commercial,Suisse,Nightnurse_NeffNeumann_Bezirksanlage_Winterthur_2015_01.jpg
836,Neff Neumann_Bezirksanlage_Winterthur,Nightnurse,2015,Extérieur,Illustration,,Dégagé,,Direct,Central,Commercial,Suisse,Nightnurse_NeffNeumann_Bezirksanlage_Winterthur_2015_02.jpg
837,Neff Neumann_Bezirksanlage_Winterthur,Nightnurse,2015,Extérieur,Illustration,,,,Direct,Frontal,Commercial,Suisse,Nightnurse_NeffNeumann_Bezirksanlage_Winterthur_2015_03.jpg
838,Neff Neumann_Dreifachturnhalle_Davos,Nightnurse,2018,Intérieur,Illustration,,,,Diffuse,,École,Suisse,Nightnurse_NeffNeumann_Dreifachturnhalle_Davos_2018_01.jpg
839,Neff Neumann_Dreifachturnhalle_Davos,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Matin,Spot,,École,Suisse,Nightnurse_NeffNeumann_Dreifachturnhalle_Davos_2018_02.jpg
840,Neff Neumann_Dreifachturnhalle_Davos,Nightnurse,2018,Extérieur,Illustration,,Nuageux,,Diffuse,,École,Suisse,Nightnurse_NeffNeumann_Dreifachturnhalle_Davos_2018_03.jpg
841,Neff Neumann_Greifensee Strasse_Zurich,Nightnurse,2018,Extérieur,Illustration,Printemps,Dégagé,Matin,Direct,,Logement,Suisse,Nightnurse_NeffNeumann_GreifenseeStrasse_Zurich_2018_01.jpg
842,Neff Neumann_Greifensee Strasse_Zurich,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Nuit,Artificielle,,Logement,Suisse,Nightnurse_NeffNeumann_GreifenseeStrasse_Zurich_2018_02.jpg
843,Neff Neumann_Greifensee Strasse_Zurich,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,,Direct,,Logement,Suisse,Nightnurse_NeffNeumann_GreifenseeStrasse_Zurich_2018_03.jpg
844,Neff Neumann_GuggachAreal_III_Zurich,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_NeffNeumann_GuggachAreal_III_Zurich_2018_01.jpg
845,Neff Neumann_GuggachAreal_III_Zurich,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_NeffNeumann_GuggachAreal_III_Zurich_2018_02.jpg
846,Neff Neumann_GuggachAreal_III_Zurich,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_NeffNeumann_GuggachAreal_III_Zurich_2018_03.jpg
847,Neff Neumann_GuggachAreal_III_Zurich,Nightnurse,2018,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,Nightnurse_NeffNeumann_GuggachAreal_III_Zurich_2018_04.jpg
